name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake+AF8-prompt,intake1,intake2,hotline+AF8-prompt,hotline1,hotline2,website,dir+AF8-prefix,dir+AF8-first,dir+AF8-mi,dir+AF8-last,dir+AF8-suffix,dir+AF8-title,dir+AF8-phone,dir+AF8-fax,dir+AF8-email,mail+AF8-street1,mail+AF8-street2,mail+AF8-city,mail+AF8-state,mail+AF8-zip,mail+AF8-zip4,latitude,longitude,type+AF8-facility,last+AF8-update,adlt,chld,snr,yad,act,cdm,cm,coot,dec,es,fpsy,hs,icm,imr,ipc,lad,nrt,nsc,peer,prs,semp,sh,sps,stu,tcc,tpc,vrs,cit,wi,bmo,du,duo,mo,ih,lmg,osg,sma,tbg,vamc,fem,male,atr,clf,cmhg,csbg,ihs,mc,md,mi,np,osf,pi,scjj,sef,sf,si,smha,swfs,vaf,ghf,mhf,mhsaf,saf,pa,ss,cmhc,ct,hi,hid,hit,msnh,od,odt,oit,omb,omh,op,ores,ort,ph,psy,rd,res,rl,rs,rtca,rtcc,ad,adm,alz,bc,cj,co,dv,gl,hv,mf,mn,ped,ptsd,pw,se,sed,smi,tay,tbi,trma,vet,wn,xa,ah,fx,nx,sp,smon,smop,smpd,at,bmt,cbt,cft,dbt,ect,gt,idd,ipt,ptm,tele,tt,bu,dm,dt,hh,mh,mm,nxn,otpa,sa,vtrl
Harlem Hospital Center,Behavioral Health,506 Lenox Avenue,,New York,NY,10037,1802,New York,212+AC0-939+AC0-1000,Intakes,212+AC0-939+AC0-1000,212+AC0-939+AC0-3325,,,,,,Zafar,,Sharif,,,,,,,,,,,,40.814764,+AC0-73.940296,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,1,1,,,,,,1,,1,1,,,1,1,1,,,1,1,,,,,,1,,,,,,,,1,,,,1,1,,,1,1,,,1,1,,,,,1,,,1,1,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,1,1,,,1,1,,1,,1,,1,,1,,,1,1,,1,1,,,1,,,,,,1,1,1,1,,,,,,,1,,,,,
TLC Health Network,TLC Inpatient Mental Health Unit,Lake Shore Hospital Campus,845 Routes 5 and 20,Irving,NY,14081,,Erie,716+AC0-934+AC0-2748,Intake,716+AC0-951+AC0-7000,,,,,,,Donald ,,Lozen,,,,,,,,,,,,42.567342,+AC0-79.112633,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,1,,,1,,1,1,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,1,,,1,,,,,,1,1,1,1,,,,,,,1,,,,,
Bridge Inc,Bridge Diane Goldberg PROS,248 West 108th Street,,New York,NY,10025,,New York,212+AC0-663+AC0-3000,Intake,212+AC0-663+AC0-3000+AC0-1372,,,,,http://www.thebridgeny.org,,Daniella,,Labate,,,,,,,,,,,,40.80243,+AC0-73.966992,MH,3/5/2015 19:48:32,1,,1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,1,1,1,,,,,,,1,,,,,
Community Access,East Village Access,242 East 2nd Street,,New York,NY,10009,,New York,212+AC0-780+AC0-9008+AC0-7204,Intakes,212+AC0-780+AC0-9008+AC0-7217,212+AC0-780+AC0-9008+AC0-7204,,,,http://communityaccess.org,,Dganit,,Tal+AC0-Slor,,,,,,,,,,,,40.721568,+AC0-73.981787,MH,3/5/2015 19:48:32,1,,1,1,1,,,1,1,1,1,1,,1,,,1,1,1,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,1,1,1,1,,,,,,,1,,,,,
Faxton Saint Lukes Healthcare,,1656 Champlin Avenue,,Utica,NY,13502,,Oneida,315+AC0-624+AC0-6000,,,,,,,,,Scott,,Perra,,,,,,PO Box 479,,Utica,NY,13501,0479,43.096355,+AC0-75.274272,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,1,,,,1,1,1,1,,,,,,,1,,,,,
Eastern Long Island Hosp Association,Psychiatric Inpatient Unit,201 Manor Place,2 South Box H,Greenport,NY,11944,,Suffolk,631+AC0-477+AC0-1000,Intakes,631+AC0-477+AC0-8877,631+AC0-477+AC0-5268,,,,http://www.elih.org/,,Helene,,deReeder,,,,,,,,,,,,41.110391,+AC0-72.361276,MH,3/5/2015 19:48:32,1,,1,1,,,,,1,,1,,,1,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,1,1,,1,1,,1,,1,1,1,,1,,,,,,,1,,,1,,1,,,,1,1,1,1,,,,,,,1,,,,,
Bronx/Lebanon Hospital Center,Psychiatric Inpatient Service,1265 Franklin Avenue,,Bronx,NY,10456,,Bronx,718+AC0-901+AC0-8883,Intake,718+AC0-901+AC0-8885,,,,,http://www.bronxlebanon.org/,,Jeffrey,M,Levine,,,,,,1276 Fulton Avenue,,Bronx,NY,10456,,40.831154,+AC0-73.903041,MH,3/5/2015 19:48:32,1,1,1,1,1,,,,,1,1,,,1,1,,1,1,,1,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,1,,1,,,,1,1,1,1,,,,,,,1,,,,,
Catholic Charities Neighborhood Servs,CCNS Corona PROS,91+AC0-14 37th Avenue,,Jackson Heights,NY,11372,,Queens,718+AC0-779+AC0-1831,Intake,718+AC0-799+AC0-1831,,,,,ccbq.org,,Joseph,,Scotto,,,,,,,,,,,,40.750665,+AC0-73.875455,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,1,,,,,1,,,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,1,1,,1,1,1,,1,1,,1,,1,1,,,1,,,,,,1,,,1,1,1,1,,,,1,1,1,1,,,,,,,1,,,,,
Skills Unlimited Inc,,405 Locust Avenue,,Oakdale,NY,11769,1651,Suffolk,631+AC0-567+AC0-1626,Intake,631+AC0-567+AC0-3320,,,,,,,,,,,,,,,,,,,,,40.746928,+AC0-73.110376,MH,3/5/2015 19:48:32,1,,1,1,1,,,,,,,,,,,,,,,1,1,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,1,,,,1,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,1,1,1,,1,1,,1,,1,1,1,,1,,,1,,,,,,1,,,,1,,,1,1,1,1,,,,,,,1,,,,,
Rockland Psychiatric Center,Mount Vernon Clinic,100 East First Street,7th Floor,Mount Vernon,NY,10550,,Westchester,914+AC0-363+AC0-1500,Intake,914+AC0-363+AC0-1479,,,,,,,Sharon,,Freeman,,,,,,,,,,,,40.911729,+AC0-73.832192,MH,3/5/2015 19:48:32,1,,1,1,,,,1,1,,,1,,1,,,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,1,,1,1,,,1,,,1,,,1,,,1,,,,1,,,1,1,1,1,,,,,,,1,,,,,
Brunswick Hospital Center,Brunswick Hall,81 Louden Avenue,,Amityville,NY,11701,,Suffolk,631+AC0-789+AC0-7421,Intakes,631+AC0-789+AC0-7421,631+AC0-789+AC0-7000,,,,,Dr,Abid,,Khan,,,,,,81 Louden Avenue,,Amityville,NY,11701,2870,40.684775,+AC0-73.421269,MH,3/5/2015 19:48:32,1,1,1,1,,,,,1,1,1,,,1,1,1,1,1,1,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,,1,1,,1,,,1,1,1,,1,,,1,1,1,1,,,,,,,1,,,,,
Southeast Nassau Guidance Center Inc,,2146 Jackson Avenue,,Seaford,NY,11783,,Nassau,516+AC0-221+AC0-3030,Intake,516+AC0-221+AC0-3030,,,,,,,Julie,,Oliva,,,,,,PO Box 1037,,Seaford,NY,11783,0037,40.669462,+AC0-73.487429,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Family Service League Inc,South Shore Family Center Clinic,1444 5th Avenue,,Bay Shore,NY,11706,,Suffolk,631+AC0-647+AC0-3700+AC0-6450,Intake,631+AC0-647+AC0-3100+AC0-6451,,,,,,,Lorraine,,O'Connor,,,,,,,,,,,,40.745702,+AC0-73.264924,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,1,,1,1,1,,,1,,1,,1,,,,1,,,,,,1,,,1,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
ACQC,AIDS Center of Queens County Inc,161+AC0-21 Jamaica Avenue,6th and 7th Floors,Jamaica,NY,11432,,,718+AC0-896+AC0-2500,Intake,718+AC0-896+AC0-2500+AC0-5735,,,,,http://www.acqc.org/,,Laura,,Anhalt,,,,,,,,,,,,40.7045,+AC0-73.797986,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Lutheran Medical Center,,150 55th Street,,Brooklyn,NY,11220,2559,Kings,718+AC0-630+AC0-7000,Intakes,718+AC0-437+AC0-5210,718+AC0-630+AC0-7189,,,,http://www.lutheranhealthcare.org,,Wendy,,Goldstein,,,,,,,,,,,,40.646758,+AC0-74.021537,MH,3/5/2015 19:48:32,1,,1,1,,1,,,1,,1,,,1,,,1,1,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,,1,,,1,1,,1,1,,,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Family Res Essential Enterprises Inc,Terrys Place PROS,191 Bethpage Sweet Hollow Road,,Old Bethpage,NY,11804,,Nassau,516+AC0-870+AC0-1600x1654,Intake,516+AC0-870+AC0-1654,,,,,http://www.familyres.org/,,David,D,Barhome,,,,,,,,,,,,40.762563,+AC0-73.449429,MH,3/5/2015 19:48:32,1,,1,1,,1,,1,1,,1,,,,,,,,1,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,1,,1,,,,,1,,1,,1,1,1,,,,,,,,,,,1,1,,1,1,,,1,1,1,1,,,,,,,1,,,,,
Samuel Field YM amp YWHA,Samuel Field Y,5820 Little Neck Parkway,,Little Neck,NY,11362,,Queens,718+AC0-225+AC0-6750,Intakes,718+AC0-224+AC0-0566,718+AC0-225+AC0-6750+AC0-250,,,,http://www.sfy.org,,,,,,,,,,,,,,,,40.761229,+AC0-73.723283,MH,3/5/2015 19:48:32,1,,1,,,,,1,1,,1,,,,,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,,,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Saint Josephs Mental Health Clinic,,107 South Broadway Street,,Yonkers,NY,10701,4006,Westchester,914+AC0-378+AC0-7461,Intakes,914+AC0-378+AC0-7461,914+AC0-378+AC0-7626,,,,,,Barry,B,Perlman,,,,,,,,,,,,40.928054,+AC0-73.898489,MH,3/5/2015 19:48:32,1,,1,1,,,,1,,,1,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Family Services of Westchester Inc,,20 South Broadway,,Yonkers,NY,10701,,Westchester,914+AC0-964+AC0-6767,Intake,914+AC0-964+AC0-6767,,,,,http://www.fsw.org/,,Andrew,,Levine,,,,,,,,,,,,40.933134,+AC0-73.898516,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,1,1,1,1,,,1,1,1,1,,1,,,,,1,,,,,
NY Psychiatric Institute,Wash Heights Comm Servs Inwood Clinic,26 Sherman Avenue,,New York,NY,10040,,New York,212+AC0-942+AC0-8500,Intake,212+AC0-942+AC0-8500,,,,,http://nyspi.org/nyspi/patients+AC0-and+AC0-families/inwood+AC0-clinic,,,,,,,,,,,,,,,,40.862981,+AC0-73.928447,MH,3/5/2015 19:48:32,1,,1,1,,1,1,,,,1,1,,1,1,,1,1,1,1,,,1,1,1,,1,,1,,,,,,,,1,,,,,,,,,,1,1,,,,1,,,,1,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,1,1,,,1,,1,,1,1,,,1,,,1,1,,1,1,,,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Consumer Services of Madison County,Consumer Services of Madison County,1019 Northside Shopping Center,,Oneida,NY,13421,,Madison,315+AC0-361+AC0-9131,Intake,315+AC0-361+AC0-9131+AC0-222,,,,,,,William,,Ceasar,,,,,,,,,,,,43.102279,+AC0-75.659532,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,,1,,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,1,1,,,1,,,,,,,,,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
NYC/HHC Metropolitan Hospital Center,Metropolitan Hospital Day Tx  Prog,1900 2nd Avenue,,New York,NY,10029,,New York,212+AC0-423+AC0-6262,Intakes,212+AC0-423+AC0-7108,212+AC0-423+AC0-8032,,,,http://www.hhc.org/,,Meryl,,Weinberg,,,,,,,,,,,,40.785187,+AC0-73.946255,MH,3/5/2015 19:48:32,1,,1,1,,,,1,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
MontefrioreMountVernon Hospital,ACT Team,3 South 6th Avenue,2nd Floor,Mount Vernon,NY,10550,3004,Westchester,914+AC0-361+AC0-7404,,,,,,,,,Joel,,Napp,,,,,,,,,,,,40.911049,+AC0-73.838897,MH,3/5/2015 19:48:32,1,,1,1,1,,1,1,1,1,1,1,,1,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,1,,1,,,,,,,,1,,,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,
Lake Shore Behavioral Health Inc,Impact,430 Niagara Street,,Buffalo,NY,14201,,Erie,716+AC0-856+AC0-2587,,,,,,,www.lake+AC0-shore.org,,Margery,,Stanton,,,,,,,,,,,,42.895624,+AC0-78.887753,MH,3/5/2015 19:48:32,1,,1,1,1,,1,1,,,1,1,,1,1,,,,1,1,1,,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,1,,1,1,1,1,,,,,,,1,,,,,
Saint Barnabas Hospital,Department of Psychiatry,4422 3rd Avenue,,Bronx,NY,10457,2545,Bronx,718+AC0-960+AC0-9000,,,,,,,,,,,,,,,,,,,,,,,40.85253,+AC0-73.89149,MH,3/5/2015 19:48:32,1,,1,1,,1,1,,,,,,,1,1,,,1,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,1,,1,,1,1,1,1,,,,,,,1,,,,,
Putnam Hospital Center,Partial Hospitalization,670 Stoneleigh Avenue,,Carmel,NY,10512,,Putnam,845+AC0-279+AC0-5711x6443,Intake,845+AC0-279+AC0-5711+AC0-6443,,,,,www.health+AC0-quest.org,,LuAnne,,Convery,,,,,,,,,,,,41.384215,+AC0-73.663234,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,,,,,1,1,,1,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,1,,1,1,1,1,,,,,,,1,,,,,
Putnam Hospital Center,Mental Health Services,670 Stoneleigh Avenue,,Carmel,NY,10512,,Putnam,845+AC0-279+AC0-5711+AC0-6803,Intake,845+AC0-279+AC0-5711+AC0-6443,,,,,,,Luanne,,Convery,,,,,,,,,,,,41.383209,+AC0-73.663717,MH,3/5/2015 19:48:32,1,,1,1,,,1,,1,,,,,1,1,,1,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,1,,1,1,1,1,,,,,,,1,,,,,
PSCH Inc,Northern Lights PROS,800 Northern Boulevard,1st Floor,Great Neck,NY,11021,,Nassau,516+AC0-829+AC0-9666,Intake,516+AC0-829+AC0-9666,,,,,http://psch.org,,Larry,S,Larossa,,,,,,,,,,,,40.784839,+AC0-73.710647,MH,3/5/2015 19:48:32,1,,1,1,,,,1,1,1,1,,,,,,,,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,1,1,1,,1,,1,1,1,1,,,,,,,1,,,,,
Womans Christian Assoc of Jamestown,Outpatient Psychiatric Clinic,51 Glasgow Avenue,,Jamestown,NY,14701,,Chautauqua,716+AC0-664+AC0-8640,Intake,716+AC0-664+AC0-8641,,,,,www.wcahospital.org,,Andy,,O'Brien,,,,,,P.O. Box 840,,Jamestown,NY,14701,,42.091586,+AC0-79.244882,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Payne Whitney Manhattan/CDTP,,425 East 61st Street,PH 13,New York,NY,10065,8781,New York,212+AC0-821+AC0-0883,Intakes,888+AC0-699+AC0-5700,212+AC0-821+AC0-0883,,,,,,Joan,,Feder,,,,,,,,,,,,40.760468,+AC0-73.959247,MH,3/5/2015 19:48:32,1,,,1,,,,1,1,,1,,,1,,,,1,1,1,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,1,1,1,,1,1,1,1,,,,,,,1,,,,,
New York Presbyterian Hospital,,635 West 165th Street,,New York,NY,10032,,New York,212+AC0-342+AC0-4700,Intakes,212+AC0-305+AC0-6508,212+AC0-305+AC0-2157,,,,,Dr,John,,Sahs,,,,,,,,,,,,40.840341,+AC0-73.942551,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,1,1,,,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
New Horizon Counseling Center Inc,The Central Avenue Clinic,16+AC0-22 Central Avenue,,Far Rockaway,NY,11691,,Queens,718+AC0-845+AC0-2620,Intake,718+AC0-327+AC0-9001,,,,,http://www.nhcc.us,,Flora,,Bienstock,,,,,,,,,,,,40.604919,+AC0-73.75257,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Fifth Avenue Counseling Center Inc,,50 West 23rd Street,9th Floor,New York,NY,10010,,New York,212+AC0-989+AC0-2990,Intake,212+AC0-989+AC0-2990,,,,,www.tfacc.org,,Babs,,Lefrak,,,,,,,,,,,,40.742214,+AC0-73.991797,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,,1,1,1,,1,1,,1,,,,,,1,,,,1,,1,1,,,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Community Assoc of Progressive,Dominicans Inc,3940 Broadway,Floor 2,New York,NY,10032,,,212+AC0-781+AC0-5500,Intake,212+AC0-781+AC0-5500,,,,,http://www.acdp.org/,,Yaberci,,Perez+AC0-Cubillan,,,,,,,,,,,,40.839317,+AC0-73.940452,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Upper Manhattan MH Center Inc,Adult Outpatient Clinic,1727 Amsterdam Avenue,,New York,NY,10031,,New York,212+AC0-694+AC0-9200+AC0-426,Intakes,212+AC0-694+AC0-9200+AC0-544,212+AC0-694+AC0-9200+AC0-544,,,,http://bowencsc.org,,William,S,Witherspoon,,,,,,,,,,,,40.825576,+AC0-73.947159,MH,3/5/2015 19:48:32,1,1,1,1,,1,1,1,1,1,1,1,,1,,,1,1,,1,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,1,,1,,,1,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Mount Sinai Medical Center,Psychiatric Continuing Day Treatment,1 Gustave L Levy Place,Box 1268,New York,NY,10029,,New York,212+AC0-241+AC0-6111,Intakes,212+AC0-241+AC0-6903,212+AC0-241+AC0-6111,,,,,,Elaine,,Hopson,,,,,,1 Gustave L Levy Place,Box 1268,New York,NY,10029,,40.790058,+AC0-73.95386,MH,3/5/2015 19:48:32,1,,,1,,1,1,1,1,1,,,,1,,,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Niagara Falls Memorial Medical Center,Behavioral Health Services,621 10th Street,,Niagara Falls,NY,14301,,Niagara,716+AC0-278+AC0-4541,Intake,716+AC0-278+AC0-4541,,,,,http://nfmmc.org,,HAK,,KO,,,,,,,,,,,,43.093937,+AC0-79.049883,MH,3/5/2015 19:48:32,1,,1,1,,1,,1,1,1,1,1,,,1,,,1,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,1,1,1,,,,1,,,,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Central Nassau Guidance and Csl Servs,Pathways to Recovery,998 Crooked Hill Road,,Brentwood,NY,11717,,Suffolk,631+AC0-532+AC0-2746,Intakes,631+AC0-532+AC0-2746,516+AC0-822+AC0-6111+AC0-305,,,,www.centralnassau.org,,Sherri,,Kaplan,,,,,,,,,,,,40.795112,+AC0-73.284593,MH,3/5/2015 19:48:32,1,,1,1,,,,1,1,1,1,1,,1,,,,,1,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,1,,,,,,1,1,,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Mental Health Assoc of Ulster County,ACT Program,300 Aaron Court,,Kingston,NY,12401,,Ulster,845+AC0-339+AC0-9090,Intake,845+AC0-339+AC0-9090,,,,,,,Thomas,,Dehaan,,,,,,,,,,,,41.935181,+AC0-74.015021,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,1,,1,1,1,,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,1,,1,1,,1,1,1,1,,,1,,,,1,,1,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
